business_postal_code_1,inspection_id,inspection_date,inspection_score,violation_description,risk_category,neighborhoods,Current Police Districts,population,avg_income
94109,798_20180523,May,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,16,6,"56,322","$43,444.00 "
94124,935_20190708,July,87,Improper storage of equipment utensils or linens,Low Risk,87,2,"33,170","$37,146.00 "
94102,64805_20190508,May,87,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,21,5,"28,991","$22,351.00 "
94110,4864_20190708,July,78,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"74,633","$53,795.00 "
94105,60475_20170331,March,92,Moderate risk food holding temperature,Moderate Risk,108,1,"2,058","$88,976.00 "
94111,2218_20170503,May,91,High risk vermin infestation,High Risk,77,6,"3,335","$56,569.00 "
94118,3222_20171117,November,82,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,12,8,"38,939","$61,609.00 "
94102,2898_20161103,November,94,Improper storage use or identification of toxic substances,Low Risk,19,6,"28,991","$22,351.00 "
94122,552_20190815,August,84,Food safety certificate or food handler card not available,Low Risk,39,10,"55,492","$60,733.00 "
94115,33564_20180305,March,94,Unclean or degraded floors walls or ceilings,Low Risk,97,4,"33,115","$54,879.00 "
94108,1832_20181203,December,71,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,19,6,"13,716","$31,542.00 "
94132,4686_20170523,May,94,No thermometers or uncalibrated thermometers,Low Risk,43,10,"26,291","$55,000.00 "
94110,217_20190422,April,88,Foods not protected from contamination,Moderate Risk,61,9,"74,633","$53,795.00 "
94105,3082_20190403,April,83,Moderate risk vermin infestation,Moderate Risk,108,6,"2,058","$88,976.00 "
94110,2356_20180730,July,88,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53,3,"74,633","$53,795.00 "
94133,475_20180410,April,90,Food safety certificate or food handler card not available,Low Risk,106,6,"26,827","$40,990.00 "
94110,1000_20190617,June,72,Unclean nonfood contact surfaces,Low Risk,53,3,"74,633","$53,795.00 "
94121,826_20180727,July,94,No thermometers or uncalibrated thermometers,Low Risk,2,8,"42,473","$61,776.00 "
94103,2638_20180110,January,79,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,37,3,"23,016","$31,131.00 "
94103,25301_20190626,June,85,Worker safety hazards,Low Risk,32,1,"23,016","$31,131.00 "
94127,17723_20181212,December,69,Unclean or unsanitary food contact surfaces,High Risk,117,9,"20,624","$95,313.00 "
94110,2359_20180213,February,87,No plan review or Building Permit,Low Risk,53,3,"74,633","$53,795.00 "
94122,509_20190305,March,88,Inadequate warewashing facilities or equipment,Low Risk,39,10,"55,492","$60,733.00 "
94108,64653_20180808,August,80,Improper food storage,Low Risk,104,6,"13,716","$31,542.00 "
94108,9273_20190213,February,85,Unclean or degraded floors walls or ceilings,Low Risk,19,6,"13,716","$31,542.00 "
94104,59025_20190611,June,84,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,6,374,"$14,609.00 "
94102,3482_20190226,February,90,Unclean nonfood contact surfaces,Low Risk,19,6,"28,991","$22,351.00 "
94103,39875_20161102,November,96,Moderate risk food holding temperature,Moderate Risk,33,1,"23,016","$31,131.00 "
94102,62462_20180831,August,77,High risk food holding temperature,High Risk,20,5,"28,991","$22,351.00 "
94110,3621_20180419,April,86,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53,3,"74,633","$53,795.00 "
94104,3550_20170807,August,68,Moderate risk food holding temperature,Moderate Risk,108,6,374,"$14,609.00 "
94134,1788_20190211,February,92,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,79,2,"40,134","$54,342.00 "
94109,279_20190422,April,98,Low risk vermin infestation,Low Risk,16,6,"56,322","$43,444.00 "
94114,7211_20190926,September,92,Improper storage of equipment utensils or linens,Low Risk,115,3,"30,574","$75,727.00 "
94103,37090_20170629,June,71,Foods not protected from contamination,Moderate Risk,32,1,"23,016","$31,131.00 "
94133,4755_20171004,October,94,Improper storage of equipment utensils or linens,Low Risk,106,6,"26,827","$40,990.00 "
94112,19169_20180530,May,88,Food safety certificate or food handler card not available,Low Risk,80,9,"73,104","$57,629.00 "
94107,9948_20190204,February,80,Unclean or degraded floors walls or ceilings,Low Risk,32,1,"17,368","$61,362.00 "
94112,615_20191002,October,94,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,66,9,"73,104","$57,629.00 "
94114,4483_20180801,August,92,Moderate risk food holding temperature,Moderate Risk,84,3,"30,574","$75,727.00 "
94110,64076_20180710,July,94,Employee eating or smoking,Moderate Risk,53,3,"74,633","$53,795.00 "
94103,60067_20190610,June,90,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,32,1,"23,016","$31,131.00 "
94108,14909_20190425,April,94,Moderate risk food holding temperature,Moderate Risk,50,6,"13,716","$31,542.00 "
94115,9232_20190531,May,86,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,97,4,"33,115","$54,879.00 "
94110,1584_20190926,September,90,Moderate risk food holding temperature,Moderate Risk,53,3,"74,633","$53,795.00 "
94118,2717_20190625,June,82,Inadequate dressing rooms or improper storage of personal items,Low Risk,5,8,"38,939","$61,609.00 "
94122,1712_20190918,September,87,Improper or defective plumbing,Low Risk,39,10,"55,492","$60,733.00 "
94124,5874_20170217,February,96,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,88,2,"33,170","$37,146.00 "
94121,240_20161004,October,82,Inadequate and inaccessible handwashing facilities,Moderate Risk,8,8,"42,473","$61,776.00 "
94103,16751_20190801,August,84,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"23,016","$31,131.00 "
94102,2589_20190805,August,87,High risk food holding temperature,High Risk,19,5,"28,991","$22,351.00 "
94122,1954_20161102,November,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,39,10,"55,492","$60,733.00 "
94108,3547_20170419,April,92,Foods not protected from contamination,Moderate Risk,104,6,"13,716","$31,542.00 "
94116,63280_20161128,November,82,Unclean or degraded floors walls or ceilings,Low Risk,40,10,"42,958","$66,627.00 "
94105,3859_20170328,March,90,Inadequate and inaccessible handwashing facilities,Moderate Risk,32,1,"2,058","$88,976.00 "
94110,7661_20190626,June,87,High risk food holding temperature,High Risk,53,3,"74,633","$53,795.00 "
94124,33619_20170808,August,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,86,2,"33,170","$37,146.00 "
94104,1870_20170913,September,74,No hot water or running water,High Risk,108,6,374,"$14,609.00 "
94102,3056_20190319,March,88,Moderate risk food holding temperature,Moderate Risk,19,5,"28,991","$22,351.00 "
94110,5821_20190219,February,96,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"74,633","$53,795.00 "
94134,4184_20190801,August,94,Moderate risk vermin infestation,Moderate Risk,73,9,"40,134","$54,342.00 "
94111,21785_20190219,February,82,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,108,6,"3,335","$56,569.00 "
94109,2519_20190108,January,82,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,100,4,"56,322","$43,444.00 "
94133,2172_20180110,January,83,Unclean or degraded floors walls or ceilings,Low Risk,106,6,"26,827","$40,990.00 "
94109,2032_20180705,July,87,Unapproved or unmaintained equipment or utensils,Low Risk,100,4,"56,322","$43,444.00 "
94107,10127_20180417,April,96,Moderate risk food holding temperature,Moderate Risk,34,1,"17,368","$61,362.00 "
94111,116_20190912,September,74,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,6,"3,335","$56,569.00 "
94123,29428_20180130,January,81,Unclean nonfood contact surfaces,Low Risk,15,4,"22,903","$84,710.00 "
94109,3674_20170731,July,70,Inadequate and inaccessible handwashing facilities,Moderate Risk,105,4,"56,322","$43,444.00 "
94124,935_20181114,November,88,Moderate risk food holding temperature,Moderate Risk,87,2,"33,170","$37,146.00 "
94110,4874_20170815,August,88,Food safety certificate or food handler card not available,Low Risk,52,3,"74,633","$53,795.00 "
94118,19076_20181022,October,85,Moderate risk food holding temperature,Moderate Risk,5,8,"38,939","$61,609.00 "
94103,3613_20171116,November,68,Inadequate ventilation or lighting,Low Risk,54,3,"23,016","$31,131.00 "
94110,18514_20161018,October,79,Unapproved or unmaintained equipment or utensils,Low Risk,53,3,"74,633","$53,795.00 "
94116,4846_20190924,September,78,Foods not protected from contamination,Moderate Risk,39,10,"42,958","$66,627.00 "
94109,2070_20180216,February,86,Noncompliance with HAACP plan or variance,Moderate Risk,105,4,"56,322","$43,444.00 "
94109,3054_20180323,March,96,Improper storage of equipment utensils or linens,Low Risk,98,6,"56,322","$43,444.00 "
94133,3895_20170824,August,76,Permit license or inspection report not posted,Low Risk,106,6,"26,827","$40,990.00 "
94117,2384_20180104,January,87,Food safety certificate or food handler card not available,Low Risk,26,4,"38,758","$63,983.00 "
94103,59934_20170109,January,78,Inadequate and inaccessible handwashing facilities,Moderate Risk,32,1,"23,016","$31,131.00 "
94105,3090_20170718,July,85,Unclean or unsanitary food contact surfaces,High Risk,108,1,"2,058","$88,976.00 "
94133,4762_20161017,October,90,Improper or defective plumbing,Low Risk,99,6,"26,827","$40,990.00 "
94115,6500_20190805,August,84,Foods not protected from contamination,Moderate Risk,102,8,"33,115","$54,879.00 "
94102,1741_20190606,June,92,Moderate risk food holding temperature,Moderate Risk,50,6,"28,991","$22,351.00 "
94115,1526_20180806,August,71,Unclean hands or improper use of gloves,High Risk,102,4,"33,115","$54,879.00 "
94117,2323_20180814,August,90,Unclean or degraded floors walls or ceilings,Low Risk,25,7,"38,758","$63,983.00 "
94118,2667_20170707,July,78,Improper food storage,Low Risk,5,8,"38,939","$61,609.00 "
94118,1617_20181127,November,78,Low risk vermin infestation,Low Risk,5,8,"38,939","$61,609.00 "
94104,164_20161110,November,87,High risk food holding temperature,High Risk,19,6,374,"$14,609.00 "
94132,4685_20180507,May,96,Unclean or degraded floors walls or ceilings,Low Risk,65,10,"26,291","$55,000.00 "
94103,60823_20171113,November,92,Unclean or degraded floors walls or ceilings,Low Risk,32,1,"23,016","$31,131.00 "
94107,38564_20170123,January,74,Improper cooling methods,High Risk,32,1,"17,368","$61,362.00 "
94103,37171_20190909,September,92,Moderate risk food holding temperature,Moderate Risk,32,1,"23,016","$31,131.00 "
94103,62769_20190923,September,73,Unapproved or unmaintained equipment or utensils,Low Risk,32,5,"23,016","$31,131.00 "
94133,5653_20170928,September,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,99,6,"26,827","$40,990.00 "
94122,3025_20180314,March,88,Unclean or degraded floors walls or ceilings,Low Risk,39,10,"55,492","$60,733.00 "
94112,38752_20170505,May,98,Unapproved or unmaintained equipment or utensils,Low Risk,90,9,"73,104","$57,629.00 "
94110,4920_20170914,September,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,3,"74,633","$53,795.00 "
94108,2234_20190826,August,79,Unapproved or unmaintained equipment or utensils,Low Risk,104,6,"13,716","$31,542.00 "
94114,1280_20190219,February,93,Unclean or unsanitary food contact surfaces,High Risk,28,7,"30,574","$75,727.00 "
94132,33914_20170329,March,83,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,65,10,"26,291","$55,000.00 "
94102,17762_20190508,May,94,Unapproved or unmaintained equipment or utensils,Low Risk,22,4,"28,991","$22,351.00 "
94132,64513_20190826,August,98,Unapproved or unmaintained equipment or utensils,Low Risk,42,10,"26,291","$55,000.00 "
94107,58574_20190703,July,96,Food safety certificate or food handler card not available,Low Risk,32,1,"17,368","$61,362.00 "
94124,7636_20161019,October,81,Insufficient hot water or running water,Moderate Risk,86,2,"33,170","$37,146.00 "
94118,1203_20190814,August,83,Other low risk violation,Low Risk,5,8,"38,939","$61,609.00 "
94121,27949_20180212,February,84,Unclean or degraded floors walls or ceilings,Low Risk,8,8,"42,473","$61,776.00 "
94133,59727_20161227,December,86,Inadequate warewashing facilities or equipment,Low Risk,99,6,"26,827","$40,990.00 "
94121,3165_20190604,June,85,High risk vermin infestation,High Risk,8,8,"42,473","$61,776.00 "
94132,35786_20170210,February,92,Low risk vermin infestation,Low Risk,42,10,"26,291","$55,000.00 "
94118,2548_20181003,October,79,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,11,8,"38,939","$61,609.00 "
94108,3016_20161114,November,62,High risk vermin infestation,High Risk,104,6,"13,716","$31,542.00 "
94117,4894_20161024,October,85,Low risk vermin infestation,Low Risk,26,4,"38,758","$63,983.00 "
94116,984_20180515,May,82,Moderate risk food holding temperature,Moderate Risk,39,10,"42,958","$66,627.00 "
94109,4935_20161020,October,81,Improper cooling methods,High Risk,16,6,"56,322","$43,444.00 "
94112,32818_20190130,January,94,Food in poor condition,Moderate Risk,66,9,"73,104","$57,629.00 "
94102,6660_20170501,May,92,Improper storage use or identification of toxic substances,Low Risk,20,5,"28,991","$22,351.00 "
94133,32570_20171109,November,96,Inadequate and inaccessible handwashing facilities,Moderate Risk,104,6,"26,827","$40,990.00 "
94121,37882_20180316,March,86,Improper storage use or identification of toxic substances,Low Risk,8,8,"42,473","$61,776.00 "
94123,2131_20171214,December,92,Unapproved or unmaintained equipment or utensils,Low Risk,17,4,"22,903","$84,710.00 "
94123,2063_20180731,July,84,Foods not protected from contamination,Moderate Risk,17,4,"22,903","$84,710.00 "
94134,38202_20190205,February,72,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,91,2,"40,134","$54,342.00 "
94107,60387_20181115,November,94,Inadequate and inaccessible handwashing facilities,Moderate Risk,32,1,"17,368","$61,362.00 "
94110,39776_20190422,April,65,High risk food holding temperature,High Risk,53,3,"74,633","$53,795.00 "
94133,58673_20170103,January,83,Moderate risk vermin infestation,Moderate Risk,104,6,"26,827","$40,990.00 "
94112,7643_20180416,April,78,Low risk vermin infestation,Low Risk,66,9,"73,104","$57,629.00 "
94110,7664_20170914,September,93,High risk vermin infestation,High Risk,53,3,"74,633","$53,795.00 "
94105,9164_20180124,January,90,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,32,1,"2,058","$88,976.00 "
94110,2356_20171127,November,85,Improper storage use or identification of toxic substances,Low Risk,53,3,"74,633","$53,795.00 "
94102,59041_20171107,November,90,Inadequate and inaccessible handwashing facilities,Moderate Risk,21,4,"28,991","$22,351.00 "
94111,226_20190905,September,74,Foods not protected from contamination,Moderate Risk,77,6,"3,335","$56,569.00 "
94110,1005_20180122,January,84,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"74,633","$53,795.00 "
94134,35340_20190206,February,96,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,92,2,"40,134","$54,342.00 "
94131,5959_20190228,February,98,Low risk vermin infestation,Low Risk,96,9,"27,897","$76,044.00 "
94102,3495_20161230,December,84,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,50,6,"28,991","$22,351.00 "
94103,33916_20190213,February,88,Insufficient hot water or running water,Moderate Risk,32,1,"23,016","$31,131.00 "
